,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
38621,658304003,658304,Skirt Mini Aline,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1779,Everyday Waredrobe Denim,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"Short, A-line skirt in washed denim with a raw-edge hem."
38666,658475001,658475,MARJA Sequin Dress,265,Dress,Garment Full body,1010015,Sequin,52,Pink,3,Light,4,Pink,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Sleeveless, A-line dress in mesh embroidered with sequins. Opening with a button at the back of the neck. Lined."
38668,658487001,658487,Macciato Push Melbourne,306,Bra,Underwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bra in microfibre with lace trims and moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
38670,658487003,658487,Macciato Push Melbourne,306,Bra,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bra in microfibre with lace trims and moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
38676,658502001,658502,Skinny fancy,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,8956,Young Boy Denim,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1016,Trousers Denim,"5-pocket slim-fit jeans in soft, stretch denim with hard-worn details with patches on the inside. Adjustable, elasticated waist, zip fly and button and narrow hems."
38740,658756001,658756,OLLIE MID PRICE SWETTIS,252,Sweater,Garment Upper body,1010008,Front print,7,Grey,1,Dusty Light,12,Grey,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Long-sleeved top in soft, printed sweatshirt fabric with ribbing around the neckline, cuffs and hem. Soft brushed inside."
38749,658847002,658847,Macchiato soft bra,306,Bra,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in microfibre with a lace trim. Lined cups, narrow adjustable shoulder straps and a hook-and-eye fastening at the back."
38750,658847003,658847,Macchiato soft bra,306,Bra,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in microfibre with a lace trim. Lined cups, narrow adjustable shoulder straps and a hook-and-eye fastening at the back."
38753,658850002,658850,Luna singlet,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear",Strappy top in microfibre with adjustable shoulder straps and a lace-trimmed V-neck. The polyamide content of the top is partly recycled.
38754,658852001,658852,Macchiato Brazilian Azalea,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Brazilian briefs in microfibre with a lace trim, low waist, lined gusset, narrow sides and half-string back."
38766,658907007,658907,ED Vincent top,254,Top,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"V-neck top in airy jersey with a button placket, 3/4-length sleeves and a rounded hem with slits in the sides. Slightly longer at the back."
38774,658923002,658923,The Palm Skirt,275,Skirt,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Short, jacquard-weave skirt with a concealed zip at the back. Lined."
38776,658926002,658926,Elsa,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short wrap dress in jersey with a slight sheen. Elasticated seam at the waist and 3/4-length sleeves. Unlined.
38777,658928001,658928,Mista Mista Skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Short skirt in stretch viscose jersey with an elasticated waist, a gathered seam centre front at the top and a sewn-in wrapover. Unlined."
38805,659124001,659124,Halloween tattoos,98,Fine cosmetics,Cosmetic,1010016,Solid,50,Other Pink,5,Bright,4,Pink,4313,Girls Small Acc/Bags,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Temporary tattoos in various designs and sizes.
38808,659132001,659132,ED Nora tee,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,T-shirt in soft slub jersey made from a modal and cotton blend. Short sleeves with sewn-in turn-ups and a rounded hem.
38854,659295001,659295,Meela Skirt,275,Skirt,Garment Lower body,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Calf-length, bell-shaped skirt in a fine-knit viscose blend with an elasticated waist."
38855,659295003,659295,Meela Skirt,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Calf-length, bell-shaped skirt in a fine-knit viscose blend with an elasticated waist."
38859,659302001,659302,Anabella,252,Sweater,Garment Upper body,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a fine-knit viscose blend with a round neck, 3/4-length sleeves with a flounce at the cuffs and a straight-cut hem. Ribbing around the neckline and raw edges at the cuffs and hem."
38860,659302004,659302,Anabella,252,Sweater,Garment Upper body,1010020,Contrast,10,White,3,Light,9,White,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Jumper in a fine-knit viscose blend with a round neck, 3/4-length sleeves with a flounce at the cuffs and a straight-cut hem. Ribbing around the neckline and raw edges at the cuffs and hem."
38867,659320001,659320,Klara Dress,265,Dress,Garment Full body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,Dress knitted in a cotton blend containing some wool with a pattern knit at the top and long sleeves. Elasticated seam at the waist and a bell-shaped skirt with a lace trim at the hem.
38877,659324002,659324,BONDI headband,75,Hat/beanie,Accessories,1010010,Melange,9,Black,4,Dark,5,Black,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,Headband in fast-drying fabric with reflective details.
38879,659325002,659325,PQ Jody Jodphur Boot,87,Boots,Shoes,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Leather boots with elastic gores in the sides and a loop at the back. Leather linings and insoles and rubber soles.
38891,659379001,659379,Sling shorts,274,Shorts,Garment Lower body,1010007,Embroidery,42,Red,5,Bright,18,Red,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers,"Short shorts in a cotton weave with embroidery, an elasticated waist and scalloped broderie anglaise trims at the hems."
38894,659381001,659381,Singapore top (1),258,Blouse,Garment Upper body,1010007,Embroidery,42,Red,5,Bright,18,Red,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Cropped, off-the-shoulder top in a cotton weave with a wide elasticated trim at the top. Wide, embroidered flounce at the top with a scalloped edge. Elasticated hem."
38916,659459001,659459,Dundee,263,Coat,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Trenchcoat in a soft weave with a small stand-up collar, lapels at the front and a double-layered yoke. Long, raglan sleeves, welt side pockets and a tie belt at the waist. Unlined."
38917,659459003,659459,Dundee,263,Coat,Garment Upper body,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Trenchcoat in a soft weave with a small stand-up collar, lapels at the front and a double-layered yoke. Long, raglan sleeves, welt side pockets and a tie belt at the waist. Unlined."
38918,659460001,659460,Joel light down jacket,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Fitted, quilted, lightweight jacket with a small stand-up collar, zip down the front and front pockets. Filling 80% down and 20% feathers. Supplied with a practical storage bag with an elasticated drawstring. Size of bag 11x24.5 cm."
38919,659460002,659460,Joel light down jacket,262,Jacket,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,1,Mole,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Fitted, quilted, lightweight jacket with a small stand-up collar, zip down the front and front pockets. Filling 80% down and 20% feathers. Supplied with a practical storage bag with an elasticated drawstring. Size of bag 11x24.5 cm."
38932,659521001,659521,Moments,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Sleeveless blouse in plumeti chiffon with a V-neck, a double-layer front and frills at the front that continue over the shoulders to the back."
38941,659550001,659550,lennart dress,265,Dress,Garment Full body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short, wrapover dress in a patterned weave with a V-neck, concealed press-stud at the top and 3/4-length sleeves with a wide flounce and sewn-on bow. Seam at the waist with a tie belt, a gently flared skirt and a wide flounce at the hem. Unlined."
38951,659562001,659562,Jackie cropped cord,272,Trousers,Garment Lower body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Wide trousers in wide wale cotton corduroy with a high waist, zip fly and button, coin pocket at the front and fake welt back pockets. Straight-cut, ankle-length legs with creases."
38963,659669001,659669,AK EL PASO dress,265,Dress,Garment Full body,1010014,Placement print,23,Dark Yellow,4,Dark,8,Yellow,5626,AK Dresses & Outdoor,D,Divided,2,Divided,70,Divided Asia keys,1013,Dresses Ladies,"Short dress in sturdy cotton jersey with an appliqué at the top, dropped shoulders and short, wide sleeves. Ribbing around the neckline and a wide, smocked seam at the waist."
38990,659832001,659832,Leonora off-shoulder,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, off-the-shoulder top in ribbed jersey with overlocked edges, a concealed silicone trim at the top and long sleeves."
38993,659832006,659832,Leonora off-shoulder,254,Top,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, off-the-shoulder top in ribbed jersey with overlocked edges, a concealed silicone trim at the top and long sleeves."
38999,659835001,659835,ED Joel light down jkt,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Fitted, quilted, lightweight jacket with a small stand-up collar, zip down the front and front pockets. Filling 90% down and 10% feathers. Supplied with a practical storage bag with an elasticated drawstring. Size of bag 11x24.5 cm."
39001,659848001,659848,EYECANDY one piece,254,Top,Garment Upper body,1010005,Colour blocking,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sleeveless, V-neck jumpsuit in fast-drying functional fabric with details in ventilating mesh. Low cut with horizontal straps at the back, and ankle-length legs."
39002,659851001,659851,SWAY cropped long sleeve,252,Sweater,Garment Upper body,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Short yoga top in fast-drying functional fabric with long sleeves and thumbholes at the cuffs.
39014,659873001,659873,ED Gainsbourg coat,263,Coat,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,
39015,659877001,659877,ED Dundee trench,262,Jacket,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Trenchcoat in a soft weave with a small stand-up collar, lapels and a double-layered yoke. Long, raglan sleeves, welt side pockets and a tie belt at the waist. Unlined."
39034,659983001,659983,If I Ruled The World,254,Top,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Sleeveless top in airy, crinkled chiffon with a small, frilled collar that is gathered at the front. Opening with a concealed button at the back of the neck. Lined."
39035,659983002,659983,If I Ruled The World,254,Top,Garment Upper body,1010016,Solid,72,Blue,1,Dusty Light,2,Blue,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Sleeveless top in airy, crinkled chiffon with a small, frilled collar that is gathered at the front. Opening with a concealed button at the back of the neck. Lined."
39083,660150001,660150,Bracelet Tom,68,Bracelet,Accessories,1010016,Solid,82,Turquoise,7,Medium,7,Turquoise,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Elastic bracelets with wooden beads in various colours.
39085,660174001,660174,J Teddy,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short, fitted, off-the-shoulder dress in a stretch, textured knit. Unlined."
39095,660201001,660201,Crista Dress,265,Dress,Garment Full body,1010009,Glittering/Metallic,11,Off White,1,Dusty Light,9,White,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,"Long-sleeved dress in soft cotton jersey with a decorative scalloped trim around the neckline, a concealed press-stud on one shoulder, a seam at the waist with a bow, and a glittery tulle skirt."
39115,660286001,660286,Speed Buggy stud,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Brushed metal stud earrings with decorative sparkly stones and glass and plastic beads. Size 2 cm.
39117,660286003,660286,Speed Buggy stud,70,Earring,Accessories,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Brushed metal stud earrings with decorative sparkly stones and glass and plastic beads. Size 2 cm.
39126,660300002,660300,Ocean Sweater,254,Top,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft cotton jersey with long sleeves, a chest pocket and short slits in the sides. Slightly longer at the back."
39130,660308001,660308,Gemma Woven TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Trousers in a crêpe weave with elastication at the back of the waist and pleats at the front. Zip fly and button, a low crotch and wide, gently tapered legs."
39131,660308002,660308,Gemma Woven TRS,272,Trousers,Garment Lower body,1010017,Stripe,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Trousers in a crêpe weave with elastication at the back of the waist and pleats at the front. Zip fly and button, a low crotch and wide, gently tapered legs."
